"BACKSPACE_COUNT","CAC","CAR","CAT_R","CCC","CONDITION","CORRECTED_ERROR_RATE","CPS","ERROR_RATE","TEST_ID","INPUT_TIME","IS_LENGTH","KEYSTROKES_PER_CHARACTER","LEVENSHTEIN_DELETION","LEVENSHTEIN_INSERTION","LEVENSHTEIN_SUBSTITUTION","MINIMUM_STRING_DISTANCE","PHRASE_NUMBER","PT","PT_LENGTH","PARTICIPANT_ID","TOTAL_ERROR_RATE","TOTAL_PHRASES","TT","TT_LENGTH","T_CAT","VST","WPM","DATE"
3,3,8.57142857142857,11.4584370333499,0,"normal",9.375,2.78745644599303,0,"wtyNexzbDnKmi8fgkXi3",10.045,35,1.20689655172414,0,0,0,0,1,"i can see the rings on saturn",29,"aEiApHfpgZRT6wH5qBTu",9.375,12,"i can see the rings on saturn",29,1.151,337,33.4494773519164,2022-02-09 11:28:56
1,1,3.125,5.42973825877112,0,"enhanced",3.125,2.69166511973269,3.33333333333333,"l6FxwSGfotYwspAmR1hM",10.774,32,1.06666666666667,0,1,0,3.2258064516129,8,"prepare for the exam in advance",31,"aEiApHfpgZRT6wH5qBTu",6.25,12,"prepare fo the exam in advance",30,0.585,269,32.2999814367923,2022-02-09 11:31:34
0,0,0,0,0,"enhanced",0,2.64069978544314,3.03030303030303,"l6FxwSGfotYwspAmR1hM",12.118,33,1,0,0,1,3.03030303030303,1,"electric cars need big fuel cells",33,"aEiApHfpgZRT6wH5qBTu",3.03030303030303,12,"electiic cars need big fuel cells",33,0,410,31.6883974253177,2022-02-09 11:31:34
0,0,0,0,0,"enhanced",0,3.62819626814098,0,"l6FxwSGfotYwspAmR1hM",5.788,22,1,0,0,0,0,7,"round robin scheduling",22,"aEiApHfpgZRT6wH5qBTu",0,12,"round robin scheduling",22,0,372,43.5383552176918,2022-02-09 11:31:34
0,0,0,0,0,"enhanced",0,3.26413369891631,0,"ieIZvHA6fDKVG4OdCIWx",7.659,26,1,0,0,0,0,11,"the back yard of our house",26,"bEm4bVotxdvnkHEYzzi5",0,12,"the back yard of our house",26,0,545,39.1696043869957,2022-02-09 11:13:41
0,0,0,0,0,"off",0,4.90024501225061,0,"Fr5aBm7T8fIpsRWut34S",5.714,29,1,0,0,0,0,5,"a picture is worth many words",29,"2BYHrlcS9UljeLxeZvh5",0,12,"a picture is worth many words",29,0,202,58.8029401470073,2022-02-09 11:35:13
0,0,0,0,0,"off",0,5.18779829840216,0,"Fr5aBm7T8fIpsRWut34S",4.819,26,1,0,0,0,0,6,"tickets are very expensive",26,"2BYHrlcS9UljeLxeZvh5",0,12,"tickets are very expensive",26,0,830,62.2535795808259,2022-02-09 11:35:13
0,0,0,0,0,"off",0,4.85436893203883,0,"Fr5aBm7T8fIpsRWut34S",3.914,20,1,0,0,0,0,2,"we drive on parkways",20,"2BYHrlcS9UljeLxeZvh5",0,12,"we drive on parkways",20,0,135,58.252427184466,2022-02-09 11:35:13
1,1,3.44827586206897,6.91692307692308,0,"off",3.33333333333333,3.2,7.40740740740741,"Fr5aBm7T8fIpsRWut34S",8.125,29,1.07407407407407,0,2,0,6.89655172413793,9,"video camera with a zoom lens",29,"2BYHrlcS9UljeLxeZvh5",10,12,"video camera with zoom lens",27,0.562,382,38.4,2022-02-09 11:35:13
0,0,0,0,0,"off",0,5.25872949095499,0,"Fr5aBm7T8fIpsRWut34S",4.754,26,1,0,0,0,0,7,"our fax number has changed",26,"2BYHrlcS9UljeLxeZvh5",0,12,"our fax number has changed",26,0,246,63.1047538914598,2022-02-09 11:35:13
0,0,0,0,0,"off",0,2.74028214756927,0,"ZS5G8EpEqXQ6CO5d2toF",9.853,28,1,0,0,0,0,4,"victims deserve more redress",28,"aEiApHfpgZRT6wH5qBTu",0,12,"victims deserve more redress",28,0,156,32.8833857708312,2022-02-09 11:33:50
1,1,3.2258064516129,9.78734306943377,0,"off",3.33333333333333,3.58698437099667,0,"ZS5G8EpEqXQ6CO5d2toF",7.806,31,1.06896551724138,0,0,0,0,10,"prevailing wind from the east",29,"aEiApHfpgZRT6wH5qBTu",3.33333333333333,12,"prevailing wind from the east",29,0.764,450,43.04381245196,2022-02-09 11:33:50
0,0,0,0,0,"off",0,4.69667318982387,4,"Fr5aBm7T8fIpsRWut34S",5.11,25,1,0,1,0,3.84615384615385,8,"vanilla flavored ice cream",26,"2BYHrlcS9UljeLxeZvh5",3.84615384615385,12,"vanilla favored ice cream",25,0,247,56.3600782778865,2022-02-09 11:35:13
0,0,0,0,0,"off",0,3.97805212620027,0,"Fr5aBm7T8fIpsRWut34S",7.29,30,1,0,0,0,0,1,"he played a pimp in that movie",30,"2BYHrlcS9UljeLxeZvh5",0,12,"he played a pimp in that movie",30,0,831,47.7366255144033,2022-02-09 11:35:13
0,0,0,0,0,"off",0,4.3940795559667,0,"Fr5aBm7T8fIpsRWut34S",4.324,20,1,0,0,0,0,3,"nobody cares anymore",20,"2BYHrlcS9UljeLxeZvh5",0,12,"nobody cares anymore",20,0,90,52.7289546716004,2022-02-09 11:35:13
0,0,0,0,0,"off",0,3.84854127870888,3.125,"ZS5G8EpEqXQ6CO5d2toF",8.055,32,1,1,0,0,3.125,2,"players must know all the rules",31,"aEiApHfpgZRT6wH5qBTu",3.125,12,"players must know all the rulres",32,0,155,46.1824953445065,2022-02-09 11:33:50
1,1,3.33333333333333,4.62539972590224,0,"off",3.2258064516129,3.08359981726816,7.14285714285714,"ZS5G8EpEqXQ6CO5d2toF",8.756,30,1.07142857142857,0,2,0,6.66666666666667,1,"hands on experience with a job",30,"aEiApHfpgZRT6wH5qBTu",9.67741935483871,12,"hands on experience with job",28,0.405,381,37.0031978072179,2022-02-09 11:33:50
0,0,0,0,0,"off",0,3.8375835602872,3.125,"ZS5G8EpEqXQ6CO5d2toF",8.078,32,1,1,0,0,3.125,9,"a glance in the right direction",31,"aEiApHfpgZRT6wH5qBTu",3.125,12,"a glance in the right directions",32,0,989,46.0510027234464,2022-02-09 11:33:50
0,0,0,0,0,"enhanced",0,2.78448115834416,0,"l6FxwSGfotYwspAmR1hM",10.774,31,1,0,0,0,0,11,"a very traditional way to dress",31,"aEiApHfpgZRT6wH5qBTu",0,12,"a very traditional way to dress",31,0,249,33.4137739001299,2022-02-09 11:31:34
0,0,0,0,0,"off",0,3.690036900369,0,"ZS5G8EpEqXQ6CO5d2toF",5.962,23,1,0,0,0,0,8,"be home before midnight",23,"aEiApHfpgZRT6wH5qBTu",0,12,"be home before midnight",23,0,427,44.280442804428,2022-02-09 11:33:50
3,3,7.69230769230769,18.0940170940171,0,"off",7.89473684210526,2.73504273504274,6.06060606060606,"ZS5G8EpEqXQ6CO5d2toF",11.7,39,1.18181818181818,0,2,0,5.71428571428571,5,"bank transaction was not registered",35,"aEiApHfpgZRT6wH5qBTu",13.1578947368421,12,"bank tranaction was not registred",33,2.117,202,32.8205128205128,2022-02-09 11:33:50
0,0,0,0,0,"off",0,4.89573889392566,0,"ZS5G8EpEqXQ6CO5d2toF",5.515,28,1,0,0,0,0,6,"my mother makes good cookies",28,"aEiApHfpgZRT6wH5qBTu",0,12,"my mother makes good cookies",28,0,133,58.7488667271079,2022-02-09 11:33:50
0,0,0,0,0,"off",0,3.11575011684063,4.76190476190476,"ZS5G8EpEqXQ6CO5d2toF",6.419,21,1,0,0,1,4.76190476190476,7,"it looks like a shack",21,"aEiApHfpgZRT6wH5qBTu",4.76190476190476,12,"it looks like a snack",21,0,267,37.3890014020876,2022-02-09 11:33:50
0,0,0,0,0,"off",0,4.53514739229025,0,"ZS5G8EpEqXQ6CO5d2toF",6.615,31,1,0,0,0,0,3,"reading week is just about here",31,"aEiApHfpgZRT6wH5qBTu",0,12,"reading week is just about here",31,0,180,54.421768707483,2022-02-09 11:33:50
4,4,11.7647058823529,9.63484738077888,0,"off",13.3333333333333,2.02412760100397,0,"ZS5G8EpEqXQ6CO5d2toF",12.351,34,1.30769230769231,0,0,0,0,11,"frequently asked questions",26,"aEiApHfpgZRT6wH5qBTu",13.3333333333333,12,"frequently asked questions",26,1.19,630,24.2895312120476,2022-02-09 11:33:50
1,1,3.33333333333333,6.23264852859522,0,"off",3.44827586206897,3.74791782343143,0,"Fr5aBm7T8fIpsRWut34S",7.204,30,1.07142857142857,0,0,0,0,4,"the high waves will swamp us",28,"2BYHrlcS9UljeLxeZvh5",3.44827586206897,12,"the high waves will swamp us",28,0.449,606,44.9750138811771,2022-02-09 11:35:13
0,0,0,0,0,"enhanced",0,2.43348475016223,3.2258064516129,"l6FxwSGfotYwspAmR1hM",12.328,31,1,1,0,0,3.2258064516129,10,"circumstances are unacceptable",30,"aEiApHfpgZRT6wH5qBTu",3.2258064516129,12,"circumstainces are unacceptable",31,0,168,29.2018170019468,2022-02-09 11:31:34
0,0,0,0,0,"enhanced",0,5.30941047235445,6.66666666666667,"kArPrPpRPGRuVqNYGFDL",5.462,30,1,1,1,0,6.66666666666667,3,"hands on experience with a job",30,"2BYHrlcS9UljeLxeZvh5",6.66666666666667,12,"hand o0n experience with a job",30,0,115,63.7129256682534,2022-02-09 11:38:44
0,0,0,0,0,"normal",0,4.31499460625674,0,"P2PQIcipkK9uhpDULt9y",5.562,25,1,0,0,0,0,10,"the location of the crime",25,"2BYHrlcS9UljeLxeZvh5",0,12,"the location of the crime",25,0,145,51.7799352750809,2022-02-09 11:36:02
2,4,10.2564102564103,58.8127481926484,2,"normal",6.25,2.85103349964362,3.44827586206897,"P2PQIcipkK9uhpDULt9y",9.821,39,1.3448275862069,0,1,0,3.33333333333333,9,"he played a pimp in that movie",30,"2BYHrlcS9UljeLxeZvh5",9.375,12,"he played apimp in that movie",29,5.776,268,34.2124019957235,2022-02-09 11:36:02
1,1,3.2258064516129,2.40926157697121,0,"enhanced",3.33333333333333,2.19023779724656,0,"kArPrPpRPGRuVqNYGFDL",12.784,31,1.06896551724138,0,0,0,0,2,"listen to five hours of opera",29,"2BYHrlcS9UljeLxeZvh5",3.33333333333333,12,"listen to five hours of opera",29,0.308,254,26.2828535669587,2022-02-09 11:38:44
0,0,0,0,0,"normal",0,4.40461725394897,3.33333333333333,"P2PQIcipkK9uhpDULt9y",6.584,30,1,1,0,0,3.33333333333333,7,"flashing red light means stop",29,"2BYHrlcS9UljeLxeZvh5",3.33333333333333,12,"flashing red lights means stop",30,0,518,52.8554070473876,2022-02-09 11:36:02
11,11,20.7547169811321,21.6622021711547,0,"normal",26.1904761904762,2.11476103200338,3.2258064516129,"P2PQIcipkK9uhpDULt9y",14.186,53,1.70967741935484,1,0,0,3.2258064516129,6,"give me one spoonful of coffee",30,"2BYHrlcS9UljeLxeZvh5",28.5714285714286,12,"givee me one spoonful of coffee",31,3.073,210,25.3771323840406,2022-02-09 11:36:02
3,3,8.82352941176471,18.9136217275654,0,"enhanced",9.67741935483871,3.77992440151197,0,"kArPrPpRPGRuVqNYGFDL",7.143,34,1.21428571428571,0,0,0,0,1,"get your priorities in order",28,"2BYHrlcS9UljeLxeZvh5",9.67741935483871,12,"get your priorities in order",28,1.351,303,45.3590928181436,2022-02-09 11:38:44
1,1,2.77777777777778,4.65441255508976,0,"enhanced",2.85714285714286,3.54724282489519,0,"kArPrPpRPGRuVqNYGFDL",9.303,36,1.05882352941176,0,0,0,0,9,"would you like to come to my house",34,"2BYHrlcS9UljeLxeZvh5",2.85714285714286,12,"would you like to come to my house",34,0.433,147,42.5669138987423,2022-02-09 11:38:44
0,0,0,0,0,"normal",0,3.26911850554583,0,"P2PQIcipkK9uhpDULt9y",8.565,29,1,0,0,0,0,8,"wear a crown with many jewels",29,"2BYHrlcS9UljeLxeZvh5",0,12,"wear a crown with many jewels",29,0,85,39.2294220665499,2022-02-09 11:36:02
3,3,8.82352941176471,10.5127302592984,0,"enhanced",9.67741935483871,3.16789862724393,0,"kArPrPpRPGRuVqNYGFDL",8.523,34,1.21428571428571,0,0,0,0,7,"we must redouble our efforts",28,"2BYHrlcS9UljeLxeZvh5",9.67741935483871,12,"we must redouble our efforts",28,0.896,151,38.0147835269271,2022-02-09 11:38:44
1,1,3.125,7.19095071370859,0,"normal",3.2258064516129,3.90519795313762,0,"P2PQIcipkK9uhpDULt9y",7.426,32,1.06666666666667,0,0,0,0,11,"rapidly running short on words",30,"2BYHrlcS9UljeLxeZvh5",3.2258064516129,12,"rapidly running short on words",30,0.534,309,46.8623754376515,2022-02-09 11:36:02
0,0,0,0,0,"enhanced",0,4.34522025771651,0,"kArPrPpRPGRuVqNYGFDL",6.674,30,1,0,0,0,0,8,"circumstances are unacceptable",30,"2BYHrlcS9UljeLxeZvh5",0,12,"circumstances are unacceptable",30,0,116,52.1426430925981,2022-02-09 11:38:44
1,1,3.2258064516129,5.71330824495381,0,"enhanced",3.33333333333333,4.78959972630859,6.89655172413793,"kArPrPpRPGRuVqNYGFDL",5.846,31,1.06896551724138,2,0,0,6.89655172413793,10,"the laser printer is jammed",27,"2BYHrlcS9UljeLxeZvh5",10,12,"the laser printer is jammmedr",29,0.334,176,57.475196715703,2022-02-09 11:38:44
4,4,12.1212121212121,16.6393591844165,0,"normal",13.7931034482759,2.09357363917713,12.5,"P2PQIcipkK9uhpDULt9y",10.986,33,1.375,1,1,1,12,1,"do not squander your time",25,"2BYHrlcS9UljeLxeZvh5",24.1379310344828,12,"du not sqander your time",25,1.828,471,25.1228836701256,2022-02-09 11:36:02
0,0,0,0,0,"enhanced",0,4.95049504950495,0,"kArPrPpRPGRuVqNYGFDL",4.242,22,1,0,0,0,0,6,"a quarter of a century",22,"2BYHrlcS9UljeLxeZvh5",0,12,"a quarter of a century",22,0,176,59.4059405940594,2022-02-09 11:38:44
0,0,0,0,0,"normal",0,3.80785002929115,3.7037037037037,"P2PQIcipkK9uhpDULt9y",6.828,27,1,0,0,1,3.7037037037037,4,"do you prefer a window seat",27,"2BYHrlcS9UljeLxeZvh5",3.7037037037037,12,"du you prefer a window seat",27,0,216,45.6942003514938,2022-02-09 11:36:02
0,0,0,0,0,"enhanced",0,3.72350582394501,0,"kArPrPpRPGRuVqNYGFDL",10.474,40,1,0,0,0,0,5,"a good stimulus deserves a good response",40,"2BYHrlcS9UljeLxeZvh5",0,12,"a good stimulus deserves a good response",40,0,128,44.6820698873401,2022-02-09 11:38:44
0,0,0,0,0,"enhanced",0,4.09311844461499,0,"kArPrPpRPGRuVqNYGFDL",3.909,17,1,0,0,0,0,4,"play it again sam",17,"2BYHrlcS9UljeLxeZvh5",0,12,"play it again sam",17,0,916,49.1174213353799,2022-02-09 11:38:44
0,0,0,0,0,"normal",0,4.93864112541155,0,"P2PQIcipkK9uhpDULt9y",6.682,34,1,0,0,0,0,5,"rejection letters are discouraging",34,"2BYHrlcS9UljeLxeZvh5",0,12,"rejection letters are discouraging",34,0,140,59.2636935049386,2022-02-09 11:36:02
0,0,0,0,0,"normal",0,5.21872601688411,5.71428571428571,"P2PQIcipkK9uhpDULt9y",6.515,35,1,0,1,1,5.55555555555556,3,"the treasurer must balance her books",36,"2BYHrlcS9UljeLxeZvh5",5.55555555555556,12,"the tresured must balance her books",35,0,111,62.6247122026094,2022-02-09 11:36:02
1,1,2.77777777777778,6.03520536462699,0,"off",2.85714285714286,5.53227158424141,0,"Fr5aBm7T8fIpsRWut34S",5.965,36,1.05882352941176,0,0,0,0,11,"would you like to come to my house",34,"2BYHrlcS9UljeLxeZvh5",2.85714285714286,12,"would you like to come to my house",34,0.36,494,66.3872590108969,2022-02-09 11:35:13
7,7,12.962962962963,20.2369596867313,0,"normal",14.8936170212766,1.95792961494051,0,"P2PQIcipkK9uhpDULt9y",19.919,54,1.35,0,0,0,0,2,"knee bone is connected to the thigh bone",40,"2BYHrlcS9UljeLxeZvh5",14.8936170212766,12,"knee bone is connected to the thigh bone",40,4.031,142,23.4951553792861,2022-02-09 11:36:02
0,0,0,0,0,"off",0,5.49324788281071,0,"Fr5aBm7T8fIpsRWut34S",4.369,25,1,0,0,0,0,10,"do a good deed to someone",25,"2BYHrlcS9UljeLxeZvh5",0,12,"do a good deed to someone",25,0,111,65.9189745937285,2022-02-09 11:35:13
5,5,11.9047619047619,15.5283895736512,0,"normal",13.5135135135135,3.13194584764599,0,"9OwHbPoamco868tq4EUo",9.898,42,1.3125,0,0,0,0,6,"the plug does not fit the socket",32,"ojX5Z7on5WrrxvLJMqmq",13.5135135135135,12,"the plug does not fit the socket",32,1.537,562,37.5833501717519,2022-02-09 11:46:07
4,4,8.33333333333333,12.8288802773812,0,"enhanced",9.09090909090909,2.65143789516622,0,"jugNbu9ANvCoNx3rVHSn",14.709,48,1.2,0,0,0,0,6,"an enlarged nose suggests you are a liar",40,"ojX5Z7on5WrrxvLJMqmq",9.09090909090909,12,"an enlarged nose suggests you are a liar",40,1.887,212,31.8172547419947,2022-02-09 11:48:08
0,0,0,0,0,"enhanced",0,3.28618374053436,0,"jugNbu9ANvCoNx3rVHSn",6.999,24,1,0,0,0,0,1,"this is a very good idea",24,"ojX5Z7on5WrrxvLJMqmq",0,12,"this is a very good idea",24,0,659,39.4342048864123,2022-02-09 11:48:08
3,3,9.67741935483871,15.9397590361446,0,"normal",10.7142857142857,2.89156626506024,0,"9OwHbPoamco868tq4EUo",8.3,31,1.24,0,0,0,0,8,"we accept personal checks",25,"ojX5Z7on5WrrxvLJMqmq",10.7142857142857,12,"we accept personal checks",25,1.323,1290,34.6987951807229,2022-02-09 11:46:07
0,0,0,0,0,"normal",0,3.83953396001589,0,"9OwHbPoamco868tq4EUo",7.553,30,1,0,0,0,0,4,"the gun discharged by accident",30,"ojX5Z7on5WrrxvLJMqmq",0,12,"the gun discharged by accident",30,0,590,46.0744075201907,2022-02-09 11:46:07
0,0,0,0,0,"normal",0,4.54815107771406,0,"9OwHbPoamco868tq4EUo",5.057,24,1,0,0,0,0,9,"the bus was very crowded",24,"ojX5Z7on5WrrxvLJMqmq",0,12,"the bus was very crowded",24,0,746,54.5778129325687,2022-02-09 11:46:07
0,0,0,0,0,"normal",0,5.09229789942712,0,"9OwHbPoamco868tq4EUo",4.713,26,1.04,0,0,0,0,1,"this person is a disaster",25,"ojX5Z7on5WrrxvLJMqmq",0,12,"this person is a disaster",25,0,674,61.1075747931254,2022-02-09 11:46:07
0,0,0,0,0,"normal",0,4.85044462409054,0,"9OwHbPoamco868tq4EUo",6.185,31,1,0,0,0,0,5,"this leather jacket is too warm",31,"ojX5Z7on5WrrxvLJMqmq",0,12,"this leather jacket is too warm",31,0,282,58.2053354890865,2022-02-09 11:46:07
0,0,0,0,0,"normal",0,4.55696202531646,0,"9OwHbPoamco868tq4EUo",5.925,30,1.07142857142857,0,0,0,0,2,"three two one zero blast off",28,"ojX5Z7on5WrrxvLJMqmq",0,12,"three two one zero blast off",28,0,541,54.6835443037975,2022-02-09 11:46:07
4,4,10.5263157894737,15.4153709462461,0,"enhanced",11.7647058823529,3.22079075966237,0,"jugNbu9ANvCoNx3rVHSn",9.004,38,1.26666666666667,0,0,0,0,10,"why do you ask silly questions",30,"ojX5Z7on5WrrxvLJMqmq",11.7647058823529,12,"why do you ask silly questions",30,1.388,497,38.6494891159485,2022-02-09 11:48:08
43,43,35.2459016393443,35.9230256169561,0,"enhanced",57.3333333333333,0.765791358909118,0,"jugNbu9ANvCoNx3rVHSn",40.481,122,3.8125,0,0,0,0,9,"the treasury department is broke",32,"ojX5Z7on5WrrxvLJMqmq",57.3333333333333,12,"the treasury department is broke",32,14.542,202,9.18949630690942,2022-02-09 11:48:08
3,3,10,14.9982313406438,0,"enhanced",11.1111111111111,4.06791651927839,0,"jugNbu9ANvCoNx3rVHSn",5.654,30,1.25,0,0,0,0,8,"the facts get in the way",24,"ojX5Z7on5WrrxvLJMqmq",11.1111111111111,12,"the facts get in the way",24,0.848,228,48.8149982313406,2022-02-09 11:48:08
0,0,0,0,0,"enhanced",0,3.61052876776147,3.125,"jugNbu9ANvCoNx3rVHSn",8.586,34,1.0625,0,1,0,3.03030303030303,4,"historic meeting without a result",33,"ojX5Z7on5WrrxvLJMqmq",3.03030303030303,12,"historic meeting wihout a result",32,0,263,43.3263452131377,2022-02-09 11:48:08
0,0,0,0,0,"enhanced",0,5.12820512820513,0,"jugNbu9ANvCoNx3rVHSn",4.875,27,1.03846153846154,0,0,0,0,7,"the trains are always late",26,"ojX5Z7on5WrrxvLJMqmq",0,12,"the trains are always late",26,0,534,61.5384615384615,2022-02-09 11:48:08
0,0,0,0,0,"enhanced",0,3.09797340906157,0,"jugNbu9ANvCoNx3rVHSn",7.747,25,1,0,0,0,0,2,"the capital of our nation",25,"ojX5Z7on5WrrxvLJMqmq",0,12,"the capital of our nation",25,0,332,37.1756809087389,2022-02-09 11:48:08
3,3,7.5,13.2370541769728,0,"normal",8.10810810810811,2.63304875129658,0,"9OwHbPoamco868tq4EUo",12.533,40,1.17647058823529,0,0,0,0,11,"the fire raged for an entire month",34,"ojX5Z7on5WrrxvLJMqmq",8.10810810810811,12,"the fire raged for an entire month",34,1.659,608,31.5965850155589,2022-02-09 11:46:07
0,0,0,0,0,"normal",0,3.47077606552825,0,"9OwHbPoamco868tq4EUo",7.203,26,1,0,0,0,0,10,"valium in the economy size",26,"ojX5Z7on5WrrxvLJMqmq",0,12,"valium in the economy size",26,0,426,41.649312786339,2022-02-09 11:46:07
10,10,20.8333333333333,37.4554948967482,0,"enhanced",26.3157894736842,1.60218371706622,0,"jugNbu9ANvCoNx3rVHSn",16.852,48,1.71428571428571,0,0,0,0,5,"elephants are afraid of mice",28,"ojX5Z7on5WrrxvLJMqmq",26.3157894736842,12,"elephants are afraid of mice",28,6.312,342,19.2262046047947,2022-02-09 11:48:08
0,0,0,0,0,"normal",0,3.05174087945624,0,"9OwHbPoamco868tq4EUo",7.209,23,1,0,0,0,0,7,"stability of the nation",23,"ojX5Z7on5WrrxvLJMqmq",0,12,"stability of the nation",23,0,1614,36.6208905534748,2022-02-09 11:46:07
0,0,0,0,0,"enhanced",0,4.17000801924619,11.1111111111111,"jugNbu9ANvCoNx3rVHSn",6.235,27,1,1,1,1,11.1111111111111,3,"drove my chevy to the levee",27,"ojX5Z7on5WrrxvLJMqmq",11.1111111111111,12,"dorve my checy to the levee",27,0,247,50.0400962309543,2022-02-09 11:48:08
0,0,0,0,0,"normal",0,4.39908499032201,0,"9OwHbPoamco868tq4EUo",5.683,27,1.03846153846154,0,0,0,0,3,"we better investigate this",26,"ojX5Z7on5WrrxvLJMqmq",0,12,"we better investigate this",26,0,792,52.7890198838642,2022-02-09 11:46:07
0,0,0,0,0,"enhanced",0,4.43159922928709,0,"jugNbu9ANvCoNx3rVHSn",5.19,24,1,0,0,0,0,11,"i want to hold your hand",24,"ojX5Z7on5WrrxvLJMqmq",0,12,"i want to hold your hand",24,0,255,53.1791907514451,2022-02-09 11:48:08
1,1,3.125,4.64398559776618,0,"enhanced",3.2258064516129,2.13094275846866,0,"kArPrPpRPGRuVqNYGFDL",13.609,32,1.06666666666667,0,0,0,0,11,"the proprietor was unavailable",30,"2BYHrlcS9UljeLxeZvh5",3.2258064516129,12,"the proprietor was unavailable",30,0.632,406,25.5713131016239,2022-02-09 11:38:44
11,11,21.1538461538462,26.3683431952663,0,"normal",26.8292682926829,3.57495069033531,3.33333333333333,"y4kzE8Y5RFFNqgOb8aic",8.112,52,1.73333333333333,1,0,0,3.33333333333333,9,"a duck quacks to ask for food",29,"42Qb5LyAPE3NXNdu3AAl",29.2682926829268,12,"a duck quacks to ask afor food",30,2.139,545,42.8994082840237,2022-02-09 11:55:10
5,5,15.1515151515152,22.2459566676839,0,"normal",17.8571428571429,3.35672871528837,0,"y4kzE8Y5RFFNqgOb8aic",6.554,33,1.43478260869565,0,0,0,0,1,"do not worry about this",23,"42Qb5LyAPE3NXNdu3AAl",17.8571428571429,12,"do not worry about this",23,1.458,1165,40.2807445834605,2022-02-09 11:55:10
0,0,0,0,0,"off",0,3.99564111877951,0,"HwiunbHozWeOyFavBKp9",8.259,34,1,0,0,0,0,8,"he underwent triple bypass surgery",34,"ojX5Z7on5WrrxvLJMqmq",0,12,"he underwent triple bypass surgery",34,0,209,47.9476934253542,2022-02-09 11:50:50
3,3,8.10810810810811,6.19406500235516,0,"off",8.82352941176471,2.3551577955723,0,"HwiunbHozWeOyFavBKp9",12.738,37,1.19354838709677,0,0,0,0,10,"house with new electrical panel",31,"ojX5Z7on5WrrxvLJMqmq",8.82352941176471,12,"house with new electrical panel",31,0.789,137,28.2618935468676,2022-02-09 11:50:50
0,0,0,0,0,"off",0,4.65636058856398,0,"HwiunbHozWeOyFavBKp9",5.369,26,1,0,0,0,0,7,"well connected with people",26,"ojX5Z7on5WrrxvLJMqmq",0,12,"well connected with people",26,0,154,55.8763270627677,2022-02-09 11:50:50
2,2,6.89655172413793,19.0815288475512,0,"off",7.40740740740741,3.48786513588141,0,"HwiunbHozWeOyFavBKp9",6.881,29,1.16,0,0,0,0,5,"the stock exchange dipped",25,"ojX5Z7on5WrrxvLJMqmq",7.40740740740741,12,"the stock exchange dipped",25,1.313,133,41.854381630577,2022-02-09 11:50:50
1,1,4.34782608695652,13.0245231607629,0,"off",4.54545454545455,3.6330608537693,0,"HwiunbHozWeOyFavBKp9",5.505,23,1.0952380952381,0,0,0,0,1,"it looks like a shack",21,"ojX5Z7on5WrrxvLJMqmq",4.54545454545455,12,"it looks like a shack",21,0.717,209,43.5967302452316,2022-02-09 11:50:50
0,0,0,0,0,"off",0,4.21077959576516,5.55555555555556,"HwiunbHozWeOyFavBKp9",8.312,37,1.02777777777778,2,0,0,5.55555555555556,6,"a security force of eight thousand",34,"ojX5Z7on5WrrxvLJMqmq",5.55555555555556,12,"a securrity force of eight thousands",36,0,193,50.5293551491819,2022-02-09 11:50:50
4,4,10.2564102564103,21.1732770321219,0,"normal",11.4285714285714,4.52420449404313,0,"y4kzE8Y5RFFNqgOb8aic",6.631,39,1.25806451612903,0,0,0,0,4,"in sharp contrast to your words",31,"42Qb5LyAPE3NXNdu3AAl",11.4285714285714,12,"in sharp contrast to your words",31,1.404,211,54.2904539285176,2022-02-09 11:55:10
1,1,3.7037037037037,14.4519131334023,0,"normal",3.84615384615385,6.2047569803516,8,"y4kzE8Y5RFFNqgOb8aic",3.868,27,1.08,1,1,0,8,3,"information super highway",25,"42Qb5LyAPE3NXNdu3AAl",11.5384615384615,12,"informaiton super highway",25,0.559,163,74.4570837642192,2022-02-09 11:55:10
0,0,0,0,0,"enhanced",0,6.22981079833872,0,"3fZGwPAVXinG5GYhdfsA",4.334,28,1,0,0,0,0,2,"apartments are too expensive",28,"42Qb5LyAPE3NXNdu3AAl",0,12,"apartments are too expensive",28,0,122,74.7577295800646,2022-02-09 11:57:11
10,18,30.5084745762712,38.6911523412849,8,"off",26.3157894736842,1.70390003786445,0,"HwiunbHozWeOyFavBKp9",15.846,59,2.10714285714286,0,0,0,0,3,"you should visit to a doctor",28,"ojX5Z7on5WrrxvLJMqmq",26.3157894736842,12,"you should visit to a doctor",28,6.131,186,20.4468004543733,2022-02-09 11:50:50
1,1,3.2258064516129,8.31432192648923,0,"enhanced",3.33333333333333,7.09759188846641,3.44827586206897,"3fZGwPAVXinG5GYhdfsA",3.945,31,1.06896551724138,1,0,0,3.44827586206897,1,"i am going to a music lesson",28,"42Qb5LyAPE3NXNdu3AAl",6.66666666666667,12,"i am going to a music lesson#",29,0.328,8,85.171102661597,2022-02-09 11:57:11
6,6,14.2857142857143,17.464553794829,0,"normal",16.6666666666667,4.83736447039199,0,"y4kzE8Y5RFFNqgOb8aic",5.995,42,1.4,0,0,0,0,10,"seasoned golfers love the game",30,"42Qb5LyAPE3NXNdu3AAl",16.6666666666667,12,"seasoned golfers love the game",30,1.047,178,58.0483736447039,2022-02-09 11:55:10
